Portfolio,Geography,Category,Brand,Segment,Initial Sales,Margin,Min Trend,Max Trend,Min Contribution,Max Contribution
ACME,Africa,Hair,Elizabeth Arden,Bronzer,692358,19,-0.04207321704248007,0.1218535597413761,0.0880108197840782,0.3437248767627443
ACME,Africa,Makeup,Frederic Malle,Eye Liner,101426,28,-0.042130492128235345,0.1398937373330212,0.045482173735653504,0.11933556167123718
ACME,Asia,Tools,Elizabeth Arden,Bronzer,988843,24,-0.07930971051490943,0.06182735458559382,0.09323941989409232,0.44891007840127695
ACME,South America,Fragrance,Frederic Malle,Bronzer,417522,25,-0.020435865511454335,0.09303553233681534,0.08629824683176986,0.2671368246718857
ACME,South America,Hair,Aveda,Bronzer,729366,11,-0.03683555105885032,0.09830483089632308,0.043897586661747624,0.3239147428285568
ACME,North America,Skincare,Aveda,Fragrance,521933,38,-0.06822394931750458,0.1344193302812377,0.06165228780516363,0.10878140075080829
ACME,Asia,Fragrance,Balmain,Foundation,188417,13,-0.07678152165297081,0.09177236840641836,0.012445663266452932,0.47442940074511486
ACME,South America,Hair,Bobbi Brown,Hair Dye,152957,38,-0.012124986116550648,0.06434728993340101,0.033689926258042124,0.46109618443680056
ACME,Africa,Skincare,Aveda,Eye Liner,643969,40,-0.016425775477534738,0.07472851114198252,0.07392455637123248,0.3173112119672422
ACME,Africa,Hair,Frederic Malle,Eye Liner,840258,26,-0.07702393251444738,0.07609217024062899,0.07101198512616401,0.330924653267343
ACME,Europe,Skincare,Elizabeth Arden,Bronzer,589885,19,-0.09643947734834912,0.17640424163341423,0.0418032513587576,0.38200688496139545
ACME,Europe,Skincare,Elizabeth Arden,Foundation,934947,36,-0.019546740425687617,0.09264795304674373,0.08277472287185109,0.20587795857446003
ACME,Africa,Skincare,Balmain,Foundation,107375,24,-0.03844914447349569,0.15720376008721354,0.031225244670988403,0.18876624908532103
ACME,Africa,Hair,Elizabeth Arden,Hair Dye,781365,40,-0.08991179719465403,0.1351758119508959,0.05151434798370445,0.3696091786406531
ACME,Europe,Skincare,Aveda,Fragrance,813516,30,-0.04126417937811049,0.19655581304246633,0.052527757177981076,0.1417689784635633
ACME,South America,Fragrance,Elizabeth Arden,Hair Dye,361591,35,-0.05478173146383058,0.09092340033203034,0.040673509198301545,0.28162480188935235
ACME,North America,Tools,Aveda,Toner,538671,47,-0.022544967252630846,0.07375595307938004,0.09591994910126506,0.29710416959963604
ACME,Europe,Tools,Aveda,Eye Liner,102313,45,-0.079091515784127,0.05780567565418406,0.07270156301635912,0.2525347907660672
ACME,South America,Skincare,Bobbi Brown,Foundation,830793,26,-0.05468432556949735,0.08614394934219208,0.05852794017945715,0.1741072702790939
ACME,South America,Tools,Balmain,Bronzer,90294,12,-0.08437558857480833,0.15261063296230892,0.05594635840497837,0.24212650573014188
ACME,South America,Tools,Frederic Malle,Foundation,595619,23,-0.004247277218915338,0.06278873369552909,0.024336648322398693,0.23502290142418
ACME,Asia,Skincare,Aveda,Foundation,105057,22,-0.022126184307483587,0.0867052767724488,0.04349682073612885,0.29970626985950016
ACME,Asia,Skincare,Balmain,Face Cream,161601,36,-0.026327757349860356,0.17829625522760184,0.07054959832561968,0.3698723366314077
ACME,South America,Fragrance,Frederic Malle,Eye Liner,723934,10,-0.0309793334979198,0.13744294240467805,0.09321131977180604,0.4872940494104683
ACME,Africa,Makeup,Elizabeth Arden,Toner,753987,26,-0.057666355753361834,0.06042823103797933,0.08348176534526547,0.1576653040697313
ACME,Asia,Hair,Balmain,Hair Dye,393829,43,-0.007671758429685524,0.057152471637464494,0.03703508235639741,0.44920684397643273
ACME,Europe,Skincare,Balmain,Toner,106917,23,-0.09270829880729947,0.05916843129886504,0.049056096312094004,0.21367120015610497
ACME,Asia,Skincare,Balmain,Face Cream,504132,26,-0.01967409283210482,0.1912812575220879,0.01746257686415151,0.33654910800056226
ACME,Africa,Tools,Elizabeth Arden,Fragrance,303076,12,-0.07847672678942674,0.17748071428415824,0.01919550907320227,0.3186947791935473
ACME,North America,Fragrance,Elizabeth Arden,Toner,525303,43,-0.06759720443661521,0.17674100630281625,0.05232073482988437,0.3227793674513052
ACME,Asia,Tools,Balmain,Foundation,274052,49,-0.04805702710326917,0.1886325143365319,0.05771974661353902,0.38934344468752513
ACME,South America,Skincare,Bobbi Brown,Lipstick,516705,34,-0.02173449889444204,0.12578830853763656,0.03376243861272226,0.2526753222995984
ACME,South America,Skincare,Aveda,Toner,433574,11,-0.016146509234626336,0.08710170067150161,0.06785044202673472,0.22763998529474228
ACME,South America,Tools,Elizabeth Arden,Face Cream,564700,43,-0.041626774983987515,0.11020220063577774,0.07330426170221241,0.441133829274191
ACME,North America,Skincare,Bobbi Brown,Toner,924751,35,-0.05969645110653148,0.15782961093257164,0.036920451845076196,0.18803801610970813
ACME,Africa,Makeup,Elizabeth Arden,Toner,880142,40,-0.005349757859678991,0.1814049307281898,0.07825822531367876,0.17209841492445724
ACME,Europe,Hair,Balmain,Mascara,263928,18,-0.07534787041606317,0.11526363900492866,0.028504442713522003,0.10624297466210436
ACME,Africa,Hair,Bobbi Brown,Foundation,222104,39,-0.019690542411936462,0.1303071433073092,0.05898262395480165,0.1842311128116747
ACME,North America,Hair,Frederic Malle,Bronzer,12928,29,-0.03879503785518468,0.189767448991438,0.0823852984205956,0.30741257332668337
ACME,South America,Makeup,Aveda,Fragrance,861590,30,-0.062310498311478626,0.06612479556641437,0.05833081771142999,0.3154035492056454
ACME,Africa,Skincare,Aveda,Mascara,171704,38,-0.09986320156364632,0.17934488254611863,0.09171664466689455,0.20176819647821376
ACME,Europe,Tools,Elizabeth Arden,Foundation,42309,34,-0.05534006986513732,0.07389612233779039,0.015265110958717226,0.12890966801647996
ACME,South America,Fragrance,Aveda,Face Cream,805712,47,-0.07232800024577007,0.12257920254359306,0.06294824609423247,0.39785631853808245
ACME,Europe,Skincare,Frederic Malle,Hair Dye,50449,34,-0.08956533866744394,0.08276346929945894,0.06055799072899511,0.4031901394249199
ACME,Asia,Makeup,Bobbi Brown,Face Cream,823389,18,-0.09248414346619152,0.14044214460359064,0.06943179956884163,0.4991345585166246
ACME,Europe,Makeup,Bobbi Brown,Bronzer,702255,48,-0.0652441672688398,0.13378601325623993,0.08500661548122769,0.4600118282138871
ACME,South America,Hair,Balmain,Face Cream,342643,35,-0.03852426112593515,0.10700110463611279,0.07532677759045556,0.470424825807057
ACME,Asia,Skincare,Bobbi Brown,Mascara,627345,46,-0.01624806846352264,0.17949552722676865,0.08112544618355576,0.41928153029757675
ACME,South America,Hair,Elizabeth Arden,Face Cream,763511,25,-0.08164367550526731,0.148971998043209,0.03599350531458594,0.3462011413529996
ACME,South America,Fragrance,Frederic Malle,Bronzer,382209,46,-0.05753560286909504,0.15818076874429157,0.04487476407120682,0.15141838304180422
ACME,Asia,Hair,Balmain,Bronzer,515074,21,-0.06080438598578478,0.07259896073115028,0.06640992766416073,0.34892531898235113
ACME,Europe,Fragrance,Elizabeth Arden,Lipstick,687055,33,-0.04866059907914844,0.18247485169634264,0.05981153247324418,0.12238234416585066
ACME,North America,Makeup,Elizabeth Arden,Toner,609181,35,-0.019041272919044713,0.07505602454300277,0.09649934874734829,0.45411964450847697
ACME,North America,Hair,Elizabeth Arden,Hair Dye,466339,29,-0.04463547820007652,0.08341774463149404,0.026815104994097748,0.292728534165679
ACME,North America,Hair,Aveda,Hair Dye,821608,18,-0.015334508649770581,0.06920827077453207,0.041615053520602754,0.3789891327903201
ACME,North America,Tools,Elizabeth Arden,Mascara,683769,32,-0.04814482439310223,0.11605388119532235,0.06154797099563694,0.1208974654783856
ACME,Africa,Makeup,Aveda,Bronzer,789824,48,-0.03961526348187286,0.1831563847628465,0.08811673929425368,0.31369936916913016
ACME,North America,Tools,Bobbi Brown,Lipstick,853399,38,-0.056261675750701026,0.08786712794147894,0.09364136722218926,0.22050535914134503
ACME,Asia,Fragrance,Aveda,Foundation,535275,40,-0.017690441970436635,0.106063013063443,0.04024326977448387,0.21398730629489826
ACME,North America,Fragrance,Elizabeth Arden,Lipstick,981966,28,-0.007617279363534735,0.17690996301131334,0.016039761537371647,0.255862365881273
ACME,South America,Makeup,Frederic Malle,Fragrance,208573,29,-0.03608552618768544,0.1426722919638334,0.04794577281299667,0.10025578434421396
ACME,North America,Fragrance,Frederic Malle,Face Cream,246692,32,-0.017921755082709614,0.16274245904694157,0.04549097289101564,0.28666435268806945
ACME,Europe,Makeup,Bobbi Brown,Toner,893286,36,-0.09409966660008998,0.08210000741541723,0.09878383611367206,0.29462667344317534
ACME,Asia,Fragrance,Elizabeth Arden,Lipstick,36015,39,-0.009388824855334238,0.15747347949988633,0.048795511986171054,0.4452523663356257
ACME,Asia,Skincare,Aveda,Face Cream,497943,30,-0.08110749331608755,0.08414158679626588,0.03751506993729065,0.279410243152993
ACME,Africa,Hair,Frederic Malle,Toner,384494,44,-0.07434795726741922,0.1980970973315992,0.04288396370814407,0.24542251754706915
ACME,South America,Skincare,Balmain,Fragrance,862836,16,-0.09466699317932538,0.1339829234190106,0.045723365256143254,0.49789882054498535
ACME,Asia,Makeup,Elizabeth Arden,Fragrance,126751,31,-0.0034599883025940997,0.15434588870647056,0.08393863439769544,0.32848532984099854
ACME,Europe,Makeup,Elizabeth Arden,Bronzer,925239,19,-0.014798915051162362,0.06776023762122543,0.017291340354813778,0.28904528345365577
ACME,North America,Skincare,Balmain,Fragrance,715641,32,-0.008681539590891615,0.08759839700623544,0.038485634398752404,0.29837433381935174
ACME,Asia,Hair,Frederic Malle,Bronzer,964650,24,-0.015278383223998507,0.07096109893465316,0.09696866427163897,0.4236725190035221
ACME,Europe,Hair,Balmain,Eye Liner,58231,39,-0.052046944727871115,0.10852560729075847,0.023779225431891995,0.23627054758806434
ACME,North America,Tools,Bobbi Brown,Foundation,694392,43,-0.00759180659092365,0.09262037963080978,0.0768341189379331,0.25566418507437827
ACME,Africa,Fragrance,Aveda,Mascara,300449,22,-0.0030527179572811675,0.15993833894458542,0.04207541510784614,0.4023493437349862
ACME,Asia,Tools,Aveda,Face Cream,64306,13,-0.04974330232106025,0.06630634694422269,0.062360697357507294,0.1291934958455078
ACME,Asia,Hair,Frederic Malle,Foundation,229248,27,-0.08243752186711618,0.16280890526755526,0.018959323465799385,0.4460676632573035
ACME,Europe,Skincare,Balmain,Foundation,131139,32,-0.034137749103690565,0.056855723695788125,0.03757705006185519,0.272081078587188
ACME,South America,Fragrance,Elizabeth Arden,Hair Dye,552606,42,-0.0024561710146429327,0.08030267559835887,0.05507784474947995,0.33251719020225934
ACME,Africa,Skincare,Elizabeth Arden,Lipstick,154318,43,-0.012785314014112509,0.16879474879469047,0.030853059235827256,0.4029904637039341
ACME,South America,Tools,Elizabeth Arden,Fragrance,961348,43,-0.013818482385409253,0.16141649616618425,0.0587682948747837,0.20642076897573794
ACME,Asia,Makeup,Bobbi Brown,Eye Liner,173674,45,-0.006618198319271795,0.12144891708782952,0.029778338265644473,0.4561256833282604
ACME,South America,Skincare,Bobbi Brown,Lipstick,293728,44,-0.010604773944745294,0.05749740726163277,0.06850904973854985,0.49168998890264437
ACME,North America,Tools,Elizabeth Arden,Mascara,781687,26,-0.022371833598170715,0.14148406125039492,0.09139189062252828,0.2977097445624498
ACME,Africa,Tools,Frederic Malle,Lipstick,549457,37,-0.028172716783817275,0.11100861559611477,0.017693977361641428,0.47477494601306935
ACME,South America,Tools,Bobbi Brown,Hair Dye,35968,23,-0.07352328262552457,0.09747922252969547,0.029495443219847775,0.10045144901079311
ACME,North America,Makeup,Bobbi Brown,Mascara,933889,43,-0.03786599785715508,0.14606159552398015,0.08599807245342969,0.4576951318542114
ACME,Europe,Makeup,Aveda,Bronzer,214830,20,-0.047851137829411056,0.11549218433025896,0.06683981368977618,0.22441812790052224
ACME,South America,Makeup,Aveda,Lipstick,919116,22,-0.013805590841900889,0.0638631650679768,0.017083802542830873,0.22459816989104078
ACME,Africa,Fragrance,Frederic Malle,Face Cream,649679,42,-0.0508287426509928,0.18739257057685166,0.053771510359854585,0.19123554590797576
