Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Hair/Body,North America,Hair,Brand D,Deodorant,6853,28,-0.11553741231974522,0.29300760177540863,0.09983652735192969,0.374496599819915
Hair/Body,North America,Hair,Brand E,Soap,7826,38,-0.14577490307822397,0.17740271537071126,0.09361629349688694,0.26134842123547386
Hair/Body,North America,Hair,Brand E,Conditioner,7945,14,-0.12949854139530634,0.29708115509210725,0.0896958416616884,0.4508308021085831
Hair/Body,North America,Body,Brand A,Body Wash,9326,46,-0.11973390969677251,0.11841224251335608,0.06836854578995578,0.45502404391966467
Hair/Body,North America,Body,Brand A,Perfume,2346,51,-0.03649846881142632,0.27776766489781635,0.08185640845723048,0.43695849591819225
Hair/Body,North America,Body,Brand B,Perfume,2051,11,-0.08788800873360461,0.22233627343538295,0.06743459706199116,0.4778356472987587
Hair/Body,North America,Body,Brand B,Soap,3515,31,-0.07790365270716108,0.2968960094643083,0.0611765756041349,0.4420769449233785
Hair/Body,North America,Body,Brand C,Lotion,9291,34,-0.12848650831611708,0.2810210221384274,0.0688100102790069,0.47968348225656365
Hair/Body,North America,Body,Brand C,Cream,2179,50,-0.02293640443769962,0.17987219375219557,0.07297330061014072,0.3820116057923956
Hair/Body,North America,Body,Brand D,Soap,2398,59,-0.1498069925748401,0.21690871170193132,0.07689270965694464,0.4939430153957482
Hair/Body,North America,Body,Brand D,Body Wash,1581,46,-0.03475705606755625,0.23746760834579558,0.09692860163007927,0.39092122996897716
Hair/Body,North America,Body,Brand E,Deodorant,5755,53,-0.115822699915677,0.29522441960445295,0.0726959663163536,0.3378898983231593
Hair/Body,North America,Body,Brand E,Body Wash,5235,54,-0.06554604385352546,0.12873445809543108,0.09088196622181302,0.26919748005578126
Hair/Body,North America,Fragrance,Brand A,Cream,7433,10,-0.11254185442419667,0.2816383961951701,0.05418703776415437,0.22562374327391146
Hair/Body,North America,Fragrance,Brand A,Lotion,7391,19,-0.06344968691294085,0.2615074077904862,0.07616085677483397,0.21959977290533256
Hair/Body,North America,Fragrance,Brand B,Conditioner,4571,18,-0.043096215501096574,0.2181458111362815,0.08278365059672771,0.20777892607052398
Hair/Body,North America,Fragrance,Brand B,Shampoo,3126,37,-0.029795318936927148,0.1410568281692566,0.08409864993390717,0.4383454577010729
Hair/Body,North America,Fragrance,Brand C,Shampoo,1608,49,-0.12803203306652217,0.2143981033891864,0.05456771782147377,0.31997619140053213
Hair/Body,North America,Fragrance,Brand C,Cream,1662,18,-0.006358101735133043,0.10962380899859675,0.05315389323556911,0.3235348797538082
Hair/Body,North America,Fragrance,Brand D,Shampoo,1842,52,-0.029161453623104766,0.234848205709713,0.09836799724928058,0.26021700000686165
Hair/Body,North America,Fragrance,Brand D,Perfume,9113,21,-0.06251523125353374,0.25545742355579965,0.07878331166546147,0.44926285343272343
Hair/Body,North America,Fragrance,Brand E,Perfume,6286,15,-0.06897692772554534,0.10245731997624202,0.08809395779382817,0.20134215157996319
Hair/Body,North America,Fragrance,Brand E,Conditioner,4505,55,-0.11866657547625449,0.15352086773617227,0.06219478349358756,0.2410417636643114
Hair/Body,North America,Skincare,Brand A,Perfume,7543,48,-0.004225400991215655,0.12436967673414732,0.06740616843380426,0.37279397384839297
Hair/Body,North America,Skincare,Brand A,Shampoo,2645,14,-0.060984948482836476,0.11174189413408753,0.08475615774169723,0.4106628159806134
Hair/Body,North America,Skincare,Brand B,Conditioner,2165,20,-0.0752677881157656,0.12362045326702341,0.06592315760265964,0.207109263735579
Hair/Body,North America,Skincare,Brand B,Cream,7782,48,-0.12403758108951152,0.16348143141553054,0.09904762313556925,0.27606351681278707
Hair/Body,North America,Skincare,Brand C,Body Wash,1075,12,-0.14449813247049464,0.2946087851864858,0.08079481612879616,0.2618032092759763
Hair/Body,North America,Skincare,Brand C,Cream,3959,45,-0.11228770345830669,0.19099940109752475,0.09053979462008696,0.4354358561890995
Hair/Body,North America,Skincare,Brand D,Conditioner,9137,23,-0.1406929054641012,0.2091237815423171,0.09246085036658867,0.23953607444391029
Hair/Body,North America,Skincare,Brand D,Lotion,8073,55,-0.05610225316970979,0.27884808309230646,0.062002219398753944,0.3782464446760867
Hair/Body,North America,Skincare,Brand E,Soap,7751,55,-0.14381523513861733,0.21621532760753615,0.05847866874378552,0.3565699244644366
Hair/Body,North America,Skincare,Brand E,Body Wash,5595,50,-0.10943903913835845,0.15754571786795968,0.07549175145286047,0.47215361266993017
Hair/Body,Europe,Hair,Brand A,Perfume,4187,11,-0.149624576694649,0.2593501872195885,0.05333335593176714,0.3758631808428905
Hair/Body,Europe,Hair,Brand A,Cream,5355,54,-0.017960571489346794,0.14147846293284247,0.051697090766673316,0.24706891213538307
Hair/Body,Europe,Hair,Brand B,Deodorant,7162,43,-0.0987669677235688,0.11885193091305091,0.05545524806170163,0.41459732587070897
Hair/Body,Europe,Hair,Brand B,Cream,1197,38,-0.030423283465937617,0.26935200241755836,0.05592291643616912,0.33021817538601106
Hair/Body,Europe,Hair,Brand C,Soap,5094,59,-0.10677722197620843,0.1527110181030787,0.07891494155718363,0.47655741812240626
Hair/Body,Europe,Hair,Brand C,Conditioner,1310,19,-0.05285098249633298,0.2437085483112294,0.09294205904568359,0.483661637741772
Hair/Body,Europe,Hair,Brand D,Cream,8154,22,-0.10599964062667631,0.2031386914839318,0.06445012059109759,0.3976365834384711
Hair/Body,Europe,Hair,Brand D,Conditioner,9712,31,-0.005439269316501211,0.2720770859574931,0.07980289419754354,0.47134344616710594
Hair/Body,Europe,Hair,Brand E,Deodorant,4284,47,-0.014552252425480638,0.24707347684913222,0.06989011864712821,0.4189412574512936
Hair/Body,Europe,Hair,Brand E,Cream,5039,18,-0.048926166012430466,0.2506873305396742,0.06239164267101316,0.3916141709403689
Hair/Body,Europe,Body,Brand A,Soap,3270,30,-0.11986880021830305,0.20010969500898768,0.09376233883663276,0.2711144483818323
Hair/Body,Europe,Body,Brand A,Deodorant,7386,42,-0.0635403967072437,0.14842618112772324,0.07933705551555502,0.2923689452118696
Hair/Body,Europe,Body,Brand B,Cream,1564,59,-0.05562132957234185,0.1515078445770908,0.09326772845575469,0.37761748447129717
Hair/Body,Europe,Body,Brand B,Deodorant,5398,28,-0.06716179722988211,0.26591493896465823,0.05123459513782172,0.20939774390716237
Hair/Body,Europe,Body,Brand C,Conditioner,5262,37,-0.024899134440826864,0.21129114193790194,0.09671405206948643,0.4864451901610991
Hair/Body,Europe,Body,Brand C,Deodorant,8984,40,-0.02708716575511526,0.20175991851153424,0.0726968432334709,0.40707184669475394
Hair/Body,Europe,Body,Brand D,Body Wash,9251,46,-0.05761030815875326,0.27755996834190516,0.053174340524098834,0.45397454582089597
Hair/Body,Europe,Body,Brand D,Perfume,5465,58,-0.1424110377475238,0.28812272086861945,0.09905461001621085,0.29520667645001997
Hair/Body,Europe,Body,Brand E,Deodorant,3953,19,-0.1318522838001153,0.14243423115253925,0.06434572365878344,0.4184019085781664
Hair/Body,Europe,Body,Brand E,Perfume,7758,54,-0.11058557677634961,0.26583937024147053,0.07502162964108128,0.22482986218892811
Hair/Body,Europe,Fragrance,Brand A,Perfume,7602,27,-0.1406553280415673,0.28498115170004756,0.08813100973314814,0.2620285018092665
Hair/Body,Europe,Fragrance,Brand A,Lotion,8946,41,-0.08634632542153925,0.17067097407481593,0.05169289687184267,0.4850630952673138
Hair/Body,Europe,Fragrance,Brand B,Lotion,2833,59,-0.025923584040930245,0.1854204280872923,0.05983906355241257,0.34119405928542584
Hair/Body,Europe,Fragrance,Brand B,Deodorant,7682,26,-0.025677098630072656,0.1012934911022194,0.05128731339326012,0.41061801599488557
Hair/Body,Europe,Fragrance,Brand C,Deodorant,5282,48,-0.1406114316721879,0.10569919494762431,0.08075464994455392,0.3127779599108562
Hair/Body,Europe,Fragrance,Brand C,Body Wash,7603,33,-0.07803733015536567,0.12271314857609313,0.09059652323545106,0.2776278677996823
Hair/Body,Europe,Fragrance,Brand D,Deodorant,9677,22,-0.1279561742518729,0.11177279904273739,0.06363977000755117,0.4379969761244788
Hair/Body,Europe,Fragrance,Brand D,Perfume,7600,46,-0.04653712803488834,0.2626268468528111,0.06551178638939925,0.40566406633463703
Hair/Body,Europe,Fragrance,Brand E,Shampoo,8740,53,-0.10772470492993019,0.14111816046623094,0.060826466517566284,0.23416539750106755
Hair/Body,Europe,Fragrance,Brand E,Conditioner,7882,12,-0.1155979067236324,0.2408052728900446,0.054291233200669184,0.3922393171715348
Hair/Body,Europe,Skincare,Brand A,Shampoo,1834,27,-0.025762301827324127,0.10716362269511422,0.052036485335715754,0.22172879427334707
Hair/Body,Europe,Skincare,Brand A,Lotion,7773,15,-0.04725992784224545,0.12518708843534418,0.059978364573699504,0.22405564826470675
Hair/Body,Europe,Skincare,Brand B,Conditioner,5412,39,-0.03810090966637861,0.2507108854440165,0.07763458867322538,0.41093038954886635
Hair/Body,Europe,Skincare,Brand B,Body Wash,9731,56,-0.016992413461670963,0.11952576166707807,0.06902828508825562,0.2576665605193197
Hair/Body,Europe,Skincare,Brand C,Cream,9184,46,-0.06860661911437657,0.20748624112200104,0.09029747896751295,0.34557949773952135
Hair/Body,Europe,Skincare,Brand C,Body Wash,5944,17,-0.0843410197811103,0.12048468230184216,0.07312280606645008,0.32123102508027934
Hair/Body,Europe,Skincare,Brand D,Cream,5597,44,-0.02933653565760834,0.22463765735299113,0.0916365238444211,0.20332873362004125
Hair/Body,Europe,Skincare,Brand D,Soap,9706,54,-0.10222723723964329,0.1821873474719355,0.08824217876522625,0.49073403833724244
Hair/Body,Europe,Skincare,Brand E,Deodorant,4688,40,-0.08401078373239732,0.17985211027873257,0.09363673753491848,0.22334028938999037
Hair/Body,Europe,Skincare,Brand E,Lotion,3786,46,-0.027184252794347663,0.2783671209247073,0.09662503492131423,0.3266535587340952
Hair/Body,Asia,Hair,Brand A,Conditioner,4602,46,-0.06451543069246826,0.19830562777149058,0.06187971213143391,0.33946857939469566
Hair/Body,Asia,Hair,Brand A,Soap,2207,59,-0.028291965698055394,0.2873440584610899,0.07684115077457494,0.4676260535996915
Hair/Body,Asia,Hair,Brand B,Soap,2245,28,-0.01751766545597616,0.23692020682705017,0.08689000929730209,0.36340389121742617
Hair/Body,Asia,Hair,Brand B,Cream,9626,53,-0.08295530068032697,0.1889212751129857,0.0762112654113245,0.42624213997682403
Hair/Body,Asia,Hair,Brand C,Cream,9012,37,-0.04649414459359606,0.22350227702823977,0.0824846446746472,0.36452540653426535
Hair/Body,Asia,Hair,Brand C,Soap,7423,23,-0.07441985661736193,0.23221971561891655,0.05971183247238148,0.42092793711475496
Hair/Body,Asia,Hair,Brand D,Shampoo,3937,18,-0.036587109183359445,0.12337268387421241,0.0857437775008437,0.21919380620901335
Hair/Body,Asia,Hair,Brand D,Body Wash,6538,17,-0.04937905832158128,0.239786524201049,0.08942384267019915,0.33775188845848914
Hair/Body,Asia,Hair,Brand E,Lotion,2575,39,-0.036569933776151864,0.17980786081265393,0.08120572711068909,0.34939248188359673
Hair/Body,Asia,Hair,Brand E,Deodorant,9529,22,-0.13222469101778053,0.23107474910859158,0.0644420959320273,0.3955473405880373
Hair/Body,Asia,Body,Brand A,Soap,1142,47,-0.04367225693066068,0.1093423620904957,0.08737951092919194,0.3460998552532857
Hair/Body,Asia,Body,Brand A,Shampoo,1083,46,-0.037206443620686924,0.22370185421218253,0.0957651987865391,0.3950350115688832
Hair/Body,Asia,Body,Brand B,Body Wash,5192,14,-0.07042324162081756,0.22899031183673849,0.06046762543624172,0.42945412150328766
Hair/Body,Asia,Body,Brand B,Conditioner,3760,34,-0.07595710831337894,0.2694684804970816,0.054226422449974436,0.3186280102482253
Hair/Body,Asia,Body,Brand C,Cream,9279,58,-0.06345089076901625,0.10663377266655252,0.056580634659772734,0.3165394605052728
Hair/Body,Asia,Body,Brand C,Soap,8377,51,-0.019033127034141534,0.12051185972268451,0.09595884562724655,0.37015844432361644
Hair/Body,Asia,Body,Brand D,Shampoo,1810,28,-0.13759721955363063,0.2549789138785148,0.07500751473574022,0.37578538253817434
Hair/Body,Asia,Body,Brand D,Deodorant,6749,47,-0.062399839826034434,0.294596506595615,0.07695251443771844,0.36981235288142555
Hair/Body,Asia,Body,Brand E,Lotion,8353,23,-0.036487587714689074,0.25917735623453697,0.08363479061567375,0.4583664768953971
Hair/Body,Asia,Body,Brand E,Conditioner,6818,56,-0.02839733299181943,0.23985361400036703,0.08869850267892598,0.30924226599955174
